Штрихкод;ID;Артикул;Наименование;Единица;Коэффициент;
;009490     ;С/2;Основа С/2 Шампунь для окрашенных волос ESSEX;кг;1;
;009491     ;С/3;Основа С/3 Бальзам для окрашенных волос ESSEX;кг;1;
;009492     ;C/SL;Основа Лосьон SKIN COLOR REMOVER для удаления краски с кожи;кг;1;
;009493     ;AC;"Основа АC Моделирующий крем для волос 3D-HAIRS AIREX ""ESTEL professional""- нормальная фиксация";кг;1;
;009494     ;ACL;"Основа АCL Глина AIREX для моделирования ""ESTEL professional""- пластичная фиксация";кг;1;
;009495     ;АEG;"Основа АEG Эластик-гель  AIREX для моделирования ""ESTEL professional"" - пластичная фиксация";кг;1;
;009496     ;АG/1;"Основа АG/1 Гель  AIREX для укладки волос ""ESTEL professional""- нормальная фиксация";кг;1;
;009497     ;АG/2;"Основа АG/2 Гель  AIREX для укладки волос ""ESTEL professional""- сильная фиксация";кг;1;
;009498     ;AS;"Основа АS Stretch-гель AIREX для дизайна волос ""ESTEL professional""- пластичная фиксация";кг;1;
;009499     ;АW;"Основа АW Воск  AIREX для моделирования ""ESTEL professional""- нормальная фиксация";кг;1;
;009500     ;АМО;"Основа АМО Молочко AIREX для укладки волос ""ESTEL professional""- легкая фиксация";кг;1;
;009501     ;АТ;"Основа АТ Спрей-термозащита  AIREX ""ESTEL professional""- легкая фиксация";кг;1;
;009526     ;CUS250/B11;Основа CUS250/B11 Бальзам CUREX для  волос - увлажнение и питание с UV-фильтром;кг;1;
;009535     ;CUW/ST1;Основа CUW/ST1 Спрей-уход CUREX для  волос - защита и питание с антистатическим эффектом;кг;1;
;009541     ;CUS300/S13;Основа CUS300/S13 Шампунь CUREX для  волос - увлажнение и питание с UV-фильтром;кг;1;
;009542     ;CUS200/ST3;Основа CUS200/ST3 Спрей CUREX для  волос - увлажнение, защита от UV-лучей;кг;1;
;009543     ;CUS500/М2;Основа CUS500/М2 Маска CUREX SUN FLOWER для  волос - восстановление и защита с UV-фильтром;кг;1;
;009546     ;СU1000/S6;Основа СU1000/S6 Шампунь CUREX интенсивное очищение 1000 мл;кг;1;
;009547     ;СU1000/S7;Основа СU1000/S7 Шампунь CUREX стабилизатор цвета 1000 мл;кг;1;
;009548     ;СU1000/S8;Основа СU1000/S8 Шампунь CUREX CLASSIС для ежедневного применения 1000 мл;кг;1;
;009549     ;СU1000/В9;Основа СU1000/В 9 Бальзам CUREX стабилизатор цвета 1000 мл.;кг;1;
;009550     ;СU1000/В10;Основа СU1000/В10 Бальзам CUREX CLASSIC для ежедневного применения 1000 мл;кг;1;
;009649     ;HC/1;Основа HC/1 Питательный крем для рук Soft Hand ESTEL Professional;кг;1;
;009650     ;HC/2;Основа HC/2 Защитный крем для рук Hand Defence ESTEL Professional;кг;1;
;009768     ;SE/11;"Основа SE/11  Крем-краска ""ESTEL SENSE DE LUXE"", синий (Correct)";кг;1;
;009769     ;SE/22;"Основа SE/22  Крем-краска ""ESTEL SENSE DE LUXE"", зеленый (Correct)";кг;1;
;009770     ;SE/33;"Основа SE/33  Крем-краска ""ESTEL SENSE DE LUXE"", желтый (Correct)";кг;1;
;009771     ;SE/44;"Основа SE/44  Крем-краска ""ESTEL SENSE DE LUXE"", оранжевый (Correct)";кг;1;
;009772     ;SE/55;"Основа SE/55  Крем-краска ""ESTEL SENSE DE LUXE"", красный (Correct)";кг;1;
;009773     ;SE/66;"Основа SE/66  Крем-краска ""ESTEL SENSE DE LUXE"", фиолетовый (Correct)";кг;1;
;009774     ;SE/N;"Основа SE/N   Крем-краска ""ESTEL SENSE DE LUXE"", нейтральный (Correct)";кг;1;
;009775     ;SER66/46;"Основа SER66/46  Крем-краска ""ESTEL SENSE DE LUXE"", темно-русый медно-фиолетовый (Extra Red)";кг;1;
;009776     ;SER66/56;"Основа SER66/56  Крем-краска ""ESTEL SENSE DE LUXE"" темно-русый красно-фиолетовый (Extra Red)";кг;1;
;009777     ;SER77/44;"Основа SER77/44  Крем-краска ""ESTEL SENSE DE LUXE"", русый медный интенсивный (Extra Red)";кг;1;
;009778     ;SER77/55;"Основа SER77/55  Крем-краска ""ESTEL SENSE DE LUXE"" русый красный интенсивный (Extra Red)";кг;1;
;009779     ;SE1/0;"Основа 1/0    Крем-краска ""ESTEL SENSE DE LUXE"", черный классический";кг;1;
;009780     ;SE10/0;"Основа 10/0  Крем-краска ""ESTEL SENSE DE LUXE"", светлый блондин";кг;1;
;009781     ;SE10/1;"Основа 10/1  Крем-краска ""ESTEL SENSE DE LUXE"", светлый блондин пепельный";кг;1;
;009782     ;SE10/13;"Основа 10/13 Крем-краска ""ESTEL SENSE DE LUXE"", светлый блондин пепельно-золотистый";кг;1;
;009783     ;SE10/16;"Основа 10/16 Крем-краска ""ESTEL SENSE DE LUXE"", светлый блондин пепельно-фиолетовый";кг;1;
;009784     ;SE10/36;"Основа 10/36 Крем-краска ""ESTEL SENSE DE LUXE"", светлый блондин золотисто-фиолетовый";кг;1;
;009785     ;SE10/65;"Основа 10/65 Крем-краска ""ESTEL SENSE DE LUXE"", светлый блондин фиолетово-красный";кг;1;
;009786     ;SE10/7;"Основа 10/7   Крем-краска ""ESTEL SENSE DE LUXE"", светлый блондин коричневый";кг;1;
;009787     ;SE10/76;"Основа 10/76 Крем-краска ""ESTEL SENSE DE LUXE"", светлый блондин коричнево-фиолетовый";кг;1;
;009788     ;SE3/0;"Основа 3/0    Крем-краска ""ESTEL SENSE DE LUXE"", темный шатен";кг;1;
;009789     ;SE4/0;"Основа 4/0    Крем-краска ""ESTEL SENSE DE LUXE"", шатен";кг;1;
;009790     ;SE4/65;"Основа 4/65  Крем-краска ""ESTEL SENSE DE LUXE"", шатен фиолетово-красный";кг;1;
;009791     ;SE5/0;"Основа 5/0    Крем-краска ""ESTEL SENSE DE LUXE"", светлый шатен";кг;1;
;009792     ;SE5/4;"Основа 5/4    Крем-краска ""ESTEL SENSE DE LUXE"", светлый шатен медный";кг;1;
;009793     ;SE5/45;"Основа 5/45  Крем-краска ""ESTEL SENSE DE LUXE"", светлый шатен медно-красный";кг;1;
;009794     ;SE5/5;"Основа 5/5    Крем-краска ""ESTEL SENSE DE LUXE"", светлый шатен красный";кг;1;
;009795     ;SE5/6;"Основа 5/6    Крем-краска ""ESTEL SENSE DE LUXE"", светлый шатен фиолетовый";кг;1;
;009796     ;SE5/7;"Основа 5/7    Крем-краска ""ESTEL SENSE DE LUXE"", светлый шатен коричневый";кг;1;
;009797     ;SE5/74;"Основа 5/74  Крем-краска ""ESTEL SENSE DE LUXE"", светлый шатен коричнево-медный";кг;1;
;009798     ;SE5/75;"Основа 5/75  Крем-краска ""ESTEL SENSE DE LUXE"", светлый шатен коричнево-красный";кг;1;
;009799     ;SE5/77;"Основа 5/77  Крем-краска ""ESTEL SENSE DE LUXE"", светлый шатен коричневый интенсивный";кг;1;
;009800     ;SE6/0;"Основа 6/0    Крем-краска ""ESTEL SENSE DE LUXE"", темно-русый";кг;1;
;009801     ;SE6/1;"Основа 6/1    Крем-краска ""ESTEL SENSE DE LUXE"", темно-русый пепельный";кг;1;
;009802     ;SE6/43;"Основа 6/43  Крем-краска ""ESTEL SENSE DE LUXE"", темно-русый медно-золотистый";кг;1;
;009803     ;SE6/44;"Основа 6/44  Крем-краска ""ESTEL SENSE DE LUXE"", темно-русый медный интенсивный";кг;1;
;009804     ;SE6/5;"Основа 6/5    Крем-краска ""ESTEL SENSE DE LUXE"", темно-русый красный";кг;1;
;009805     ;SE6/65;"Основа 6/65  Крем-краска ""ESTEL SENSE DE LUXE"", темно-русый фиолетово-красный";кг;1;
;009806     ;SE6/7;"Основа 6/7    Крем-краска ""ESTEL SENSE DE LUXE"", темно-русый коричневый";кг;1;
;009807     ;SE6/74;"Основа 6/74  Крем-краска ""ESTEL SENSE DE LUXE"", темно-русый коричнево-медный";кг;1;
;009808     ;SE6/75;"Основа 6/75  Крем-краска ""ESTEL SENSE DE LUXE"", темно-русый коричнево-красный";кг;1;
;009809     ;SE7/0;"Основа 7/0    Крем-краска ""ESTEL SENSE DE LUXE"", русый ";кг;1;
;009810     ;SE7/4;"Основа 7/4    Крем-краска ""ESTEL SENSE DE LUXE"", русый медный";кг;1;
;009811     ;SE7/44;"Основа 7/44  Крем-краска ""ESTEL SENSE DE LUXE"", русый медный интенсивный";кг;1;
;009812     ;SE7/5;"Основа 7/5    Крем-краска ""ESTEL SENSE DE LUXE"", красный";кг;1;
;009813     ;SE7/54;"Основа 7/54  Крем-краска ""ESTEL SENSE DE LUXE"", красно-медный";кг;1;
;009814     ;SE7/7;"Основа 7/7    Крем-краска ""ESTEL SENSE DE LUXE"", коричневый";кг;1;
;009815     ;SE7/74;"Основа 7/74  Крем-краска ""ESTEL SENSE DE LUXE"", коричнево-медный";кг;1;
;009816     ;SE7/75;"Основа 7/75  Крем-краска ""ESTEL SENSE DE LUXE"", коричнево-красный";кг;1;
;009817     ;SE7/76;"Основа 7/76  Крем-краска ""ESTEL SENSE DE LUXE"", коричнево-фиолетовый";кг;1;
;009818     ;SE7/77;"Основа 7/77  Крем-краска ""ESTEL SENSE DE LUXE"", коричневый интесивный";кг;1;
;009819     ;SE8/0;"Основа 8/0    Крем-краска ""ESTEL SENSE DE LUXE"", светло-русый";кг;1;
;009820     ;SE8/1;"Основа 8/1    Крем-краска ""ESTEL SENSE DE LUXE"", светло-русый пепельный";кг;1;
;009821     ;SE8/3;"Основа 8/3    Крем-краска ""ESTEL SENSE DE LUXE"", светло-русый золотистый";кг;1;
;009822     ;SE8/34;"Основа 8/34  Крем-краска ""ESTEL SENSE DE LUXE"", золотисто-медный";кг;1;
;009823     ;SE8/36;"Основа 8/36  Крем-краска ""ESTEL SENSE DE LUXE"", светло-русый золотисто-фиолетовый";кг;1;
;009824     ;SE8/4;"Основа 8/4    Крем-краска ""ESTEL SENSE DE LUXE"", светло-русый медный";кг;1;
;009825     ;SE8/65;"Основа 8/65  Крем-краска ""ESTEL SENSE DE LUXE"", светло-русый фиолетово-красный";кг;1;
;009826     ;SE8/7;"Основа 8/7    Крем-краска ""ESTEL SENSE DE LUXE"", светло-русый коричневый";кг;1;
;009827     ;SE8/76;"Основа 8/76  Крем-краска ""ESTEL SENSE DE LUXE"", светло-русый коричнево-фиолетовый";кг;1;
;009828     ;SE9/0;"Основа 9/0    Крем-краска ""ESTEL SENSE DE LUXE"", блондин";кг;1;
;009829     ;SE9/1;"Основа 9/1    Крем-краска ""ESTEL SENSE DE LUXE"", блондин пепельный";кг;1;
;009830     ;SE9/13;"Основа 9/13  Крем-краска ""ESTEL SENSE DE LUXE"", блондин пепельно-золотистый";кг;1;
;009831     ;SE9/16;"Основа 9/16  Крем-краска ""ESTEL SENSE DE LUXE"", блондин пепельно-фиолетовый";кг;1;
;009832     ;SE9/36;"Основа 9/36  Крем-краска ""ESTEL SENSE DE LUXE"", блондин золотисто-фиолетовый";кг;1;
;009834     ;SE9/65;"Основа 9/65  Крем-краска ""ESTEL SENSE DE LUXE"" блондин фиолетово-красный";кг;1;
;009835     ;SE9/7;"Основа 9/7    Крем-краска ""ESTEL SENSE DE LUXE"", блондин коричневый";кг;1;
;009839     ;N1/500;"Основа Био -перманент № 1 ""Niagara""";кг;1;
;009840     ;W3/1000;"Основа Лосьон-перманент № 3 ""Wavex""";кг;1;
;009841     ;W4/500;"Основа Лосьон-перманент № 4 ""Wavex""";кг;1;
;009842     ;W2/500;"Основа Лосьон-перманент № 2 ""Wavex""";кг;1;
;009843     ;N2/500;"Основа Био -перманент № 2 ""Niagara""";кг;1;
;009844     ;W0/500;"Основа Фиксаж-перманент ""Wavex""";кг;1;
;009845     ;W1/500;"Основа Лосьон-перманент № 1 ""Wavex""";кг;1;
;009846     ;N3/500;"Основа Био -перманент № 3 ""Niagara""";кг;1;
;009847     ;N4/500;"Основа Био -перманент № 4 ""Niagara""";кг;1;
;009848     ;N0/500;"Основа Фиксаж-перманент ""Niagara""";кг;1;
;009884     ;ANT;"Основа ANT крем-краска для волос ""Anti-Yellow effect"" (40)";кг;1;
;010239     ;ONSB;"Основа крем-осветлитель ""Only Super Blond""";кг;1;
2000002491088;010329     ;;Микрокер ДМП;кг;1;
;010669     ;жир NDL;"Основа орг. для ""De LUXE"", кг";кг;1;
2000001651650;010670     ;;Масло макадамии ;кг;1;
2000001652015;010711     ;;Гексаметилдисилоксан (Диметикон DC 200/065, Белсил ДМ 0,65);кг;1;
2000001653289;010846     ;;Метоцел 40-202 / Methocel 40-202;кг;1;
2000001653722;010892     ;;Отдушка Lovely Hair;кг;1;
2000002416746;011241     ;;Дигидроксиацетон повышенной чистоты / Dihydroxyacetone extra pure for cosmetic purposes;кг;1;
;011294     ;С/П BALS CELEB;Основа Бальзам CELEBRITY, кг;кг;1;
;011311     ;CL 1/0;"Основа ""ESTEL CELEBRITY"" тон  CL 1/0 черный";кг;1;
;011312     ;CL 10/0;"Основа ""ESTEL CELEBRITY"" тон  CL 10/0 платиновый блондин";кг;1;
;011313     ;CL 10/1;"Основа ""ESTEL CELEBRITY"" тон  CL 10/1 серебристый блондин";кг;1;
;011314     ;CL 10/36;"Основа ""ESTEL CELEBRITY"" тон  CL 10/36 перламутровый блондин";кг;1;
;011315     ;CL 10/65;"Основа ""ESTEL CELEBRITY"" тон  CL 10/65 жемчужный блондин";кг;1;
;011316     ;CL 10/76;"Основа ""ESTEL CELEBRITY"" тон  CL 10/76 скандинавский блондин";кг;1;
;011317     ;CL 4/7;"Основа ""ESTEL CELEBRITY"" тон  CL 4/7 мокко";кг;1;
;011318     ;CL 5/4;"Основа ""ESTEL CELEBRITY"" тон  CL 5/4 темный каштан";кг;1;
;011319     ;CL 5/7;"Основа ""ESTEL CELEBRITY"" тон  CL 5/7 шоколад";кг;1;
;011320     ;CL 5/75;"Основа ""ESTEL CELEBRITY"" тон  CL 5/75 махагон";кг;1;
;011321     ;CL 6/4;"Основа ""ESTEL CELEBRITY"" тон  CL 6/4 каштан";кг;1;
;011322     ;CL 6/65;"Основа ""ESTEL CELEBRITY"" тон  CL 6/65 бургундский";кг;1;
;011323     ;CL 6/76;"Основа ""ESTEL CELEBRITY"" тон  CL 6/76 горький шоколад";кг;1;
;011324     ;CL 7/0;"Основа ""ESTEL CELEBRITY"" тон  CL 7/0 русый";кг;1;
;011325     ;CL 7/1;"Основа ""ESTEL CELEBRITY"" тон  CL 7/1 пепельно-русый";кг;1;
;011326     ;CL 7/43;"Основа ""ESTEL CELEBRITY"" тон  CL 7/43 коньяк";кг;1;
;011327     ;CL 7/45;"Основа ""ESTEL CELEBRITY"" тон  CL 7/45 тициан";кг;1;
;011328     ;CL 7/5;"Основа ""ESTEL CELEBRITY"" тон  CL 7/5 рубин";кг;1;
;011329     ;CL 7/7;"Основа ""ESTEL CELEBRITY"" тон  CL 7/7 лесной орех";кг;1;
;011330     ;CL 8/0;"Основа ""ESTEL CELEBRITY"" тон  CL 8/0 светло-русый";кг;1;
2000002512752;011418     ;;Унипертан VEG-242 (Unipertan);кг;1;
2000002494850;011421     ;;Отдушка Манго-Апельсин 34.3663;кг;1;
2000002417019;011423     ;;Капиксил (capyxyl BG);кг;1;
2000002417033;011425     ;;Капсаицин(экстракт красного перца);кг;1;
2000002513124;011426     ;;краситель Карамель 108;кг;1;
2000002417217;011427     ;;Л-аргинин (L-arginin);кг;1;
2000002417323;011428     ;;Масло грецкого ореха;кг;1;
2000002490388;011429     ;;Масло манго;кг;1;
2000002490456;011430     ;;Масло миндальное;кг;1;
2000002490647;011431     ;;Масло семян шиповника;кг;1;
2000002494744;011432     ;;Отдушка Saint Tropez 051 ST2 Givaudan;кг;1;
2000002512455;011435     ;;Эритрулоза(erythrulose 307-01);кг;1;
;011765     ;С/П SOL/1;Основа Крем SUNFLOWER SOL/1 усилитель загара , кг;кг;1;
;011766     ;С/П SOL/2;Основа Крем SUNFLOWER SOL/2 для загара , кг;кг;1;
;011767     ;С/П SOL/3;Основа Крем SUNFLOWER SOL/3 для загара , кг;кг;1;
;011768     ;С/П SOL/4;Основа Крем SUNFLOWER SOL/4 активатор загара , кг;кг;1;
;011769     ;С/П SOL/5;Основа Крем SUNFLOWER SOL/5 релакс для загара , кг;кг;1;
;011770     ;С/П SOL/6;Основа Крем SUNFLOWER SOL/6 закрепитель после загара , кг;кг;1;
;012475     ;NLC/A;Основа 0/00A  Краска-уход De Luxe, аммиачный (Correct);кг;1;
;012476     ;NLС/N;Основа 0/00N  Краска-уход De Luxe, нейтральный (Correct);кг;1;
;012477     ;NLC/11;Основа 0/11  Краска-уход De Luxe, синий (Correct);кг;1;
;012478     ;NLC/22;Основа 0/22  Краска-уход De Luxe, зеленый (Correct);кг;1;
;012479     ;NLC/33;Основа 0/33  Краска-уход De Luxe, желтый (Correct);кг;1;
;012480     ;NLC/44;Основа 0/44  Краска-уход De Luxe, оранжевый (Correct);кг;1;
;012481     ;NLC/55;Основа 0/55  Краска-уход De Luxe, красный (Correct);кг;1;
;012482     ;NLC/66;Основа 0/66  Краска-уход De Luxe, фиолетовый (Correct);кг;1;
;012483     ;NLC/G;Основа 0/G  Краска-уход De Luxe, графит (Correct);кг;1;
;012491     ;NLR66/46;Основа 66/46 Краска-уход De Luxe, темно-русый медно-фиолетовый (Extra Red);кг;1;
;012492     ;NLR66/54;Основа 66/54 Краска-уход De Luxe, темно-русый красно-медный (Extra Red);кг;1;
;012493     ;NLR66/56;Основа 66/56 Краска-уход De Luxe, темно-русый красно-фиолетовый (Extra Red);кг;1;
;012494     ;NLR77/44;Основа 77/44 Краска-уход De Luxe, русый медный интенсивный (Extra Red);кг;1;
;012495     ;NLR77/55;Основа 77/55 Краска-уход De Luxe, русый красный интенсивный (Extra Red);кг;1;
;012496     ;NLR88/55;Основа 88/55 Краска-уход De Luxe, светло-русый красный интенсивный (Extra Red);кг;1;
;012497     ;NDL9/13;Основа 9/13 Краска-уход De Luxe, блондин пепельно-золотистый;кг;1;
;012498     ;NDL5/0;Основа 5/0 Краска-уход De Luxe, светлый шатен;кг;1;
;012499     ;NDL6/74;Основа 6/74 Краска--уход De Luxe, темно-русый коричнево-медный;кг;1;
;012500     ;NDL6/54;Основа 6/54 Краска--уход De Luxe, темно-русый красно-медный;кг;1;
;012501     ;NDL9/34;Основа 9/34 Краска-уход De Luxe, блондин золотисто-медный;кг;1;
;012502     ;NDL8/7;Основа 8/7 Краска-уход De Luxe, светло-русый коричневый;кг;1;
;012503     ;NDL6/7;Основа 6/7 Краска--уход De Luxe, темно-русый коричневый;кг;1;
;012504     ;NDL10/0;Основа 10/0 Краска-уход De Luxe, светлый блондин;кг;1;
;012505     ;NDL6/1;Основа 6/1 Краска--уход De Luxe, темно-русый пепельный;кг;1;
;012506     ;NDL1/0;Основа 1/0 Краска-уход De Luxe, черный классический;кг;1;
;012507     ;NDL10/01;Основа 10/01 Краска-уход De Luxe, светлый блондин натурально-пепельный;кг;1;
;012508     ;NDL10/1;Основа 10/1 Краска-уход De Luxe, светлый блондин пепельный;кг;1;
;012509     ;NDL10/116;Основа 10/116 Краска-уход De Luxe, светлый блондин усиленный пепельно-фиолетовый;кг;1;
;012510     ;NDL10/117;Основа 10/117 Краска-уход De Luxe, светлый блондин усиленный пепельно-коричневый;кг;1;
;012511     ;NDL10/13;Основа 10/13 Краска-уход De Luxe, светлый блондин пепельно-золотистый;кг;1;
;012512     ;NDL10/16;Основа 10/16 Краска-уход De Luxe, светлый блондин пепельно-фиолетовый;кг;1;
;012513     ;NDL10/17;Основа 10/17 Краска-уход De Luxe, светлый блондин пепельно-коричневый;кг;1;
;012514     ;NDL10/33;Основа 10/33 Краска-уход De Luxe, светлый блондин золотистый интенсивный;кг;1;
;012515     ;NDL10/36;Основа 10/36 Краска-уход De Luxe, светлый блондин золотисто-фиолетовый;кг;1;
;012516     ;NDL10/61;Основа 10/61 Краска-уход De Luxe, светлый блондин фиолетово-пепельный;кг;1;
;012517     ;NDL10/65;Основа 10/65 Краска-уход De Luxe, светлый блондин фиолетово-красный;кг;1;
;012518     ;NDL10/66;Основа 10/66 Краска-уход De Luxe, светлый блондин фиолетовый интенсивный;кг;1;
;012519     ;NDL10/7;Основа 10/7 Краска-уход De Luxe, светлый блондин коричневый;кг;1;
;012520     ;NDL10/76;Основа 10/76 Краска-уход De Luxe, светлый блондин коричнево-фиолетовый;кг;1;
;012521     ;NDL3/0;Основа 3/0 Краска-уход De Luxe, темный шатен;кг;1;
;012522     ;NDL3/11;Основа 3/11 Краска-уход De Luxe, темный шатен пепельный;кг;1;
;012523     ;NDL3/55;Основа 3/55 Краска-уход De Luxe, темный шатен красный интенсивный;кг;1;
;012524     ;NDL4/0;Основа 4/0 Краска-уход De Luxe, шатен;кг;1;
;012525     ;NDL4/5;Основа 4/5 Краска-уход De Luxe, шатен красный;кг;1;
;012526     ;NDL4/6;Основа 4/6 Краска-уход De Luxe, шатен фиолетовый;кг;1;
;012527     ;NDL4/65;Основа 4/65 Краска-уход De Luxe, шатен фиолетово-красный;кг;1;
;012528     ;NDL4/7;Основа 4/7 Краска-уход De Luxe, шатен коричневый;кг;1;
;012529     ;NDL4/70;Основа 4/70 Краска-уход De Luxe, шатен коричневый для седины;кг;1;
;012531     ;NDL4/75;Основа 4/75 Краска-уход De Luxe, шатен коричнево-красный;кг;1;
;012532     ;NDL5/3;Основа 5/3 Краска-уход De Luxe, светлый шатен золотистый;кг;1;
;012533     ;NDL5/4;Основа 5/4 Краска-уход De Luxe, светлый шатен медный;кг;1;
;012534     ;NDL5/45;Основа 5/45 Краска-уход De Luxe, светлый шатен медно-красный;кг;1;
;012535     ;NDL5/47;Основа 5/47 Краска-уход De Luxe, светлый шатен медно-коричневый;кг;1;
;012536     ;NDL5/5;Основа 5/5 Краска-уход De Luxe, светлый шатен красный;кг;1;
;012537     ;NDL5/50;Основа 5/50 Краска-уход De Luxe, светлый шатен красныйдля седины;кг;1;
;012538     ;NDL5/6;Основа 5/6 Краска-уход De Luxe, светлый шатен фиолетовый;кг;1;
;012539     ;NDL5/60;Основа 5/60 Краска-уход De Luxe, светлый шатен фиолетовыйдля седины;кг;1;
;012540     ;NDL5/67;Основа 5/67 Краска-уход De Luxe, светлый шатен фиолетово-коричневый;кг;1;
;012541     ;NDL5/7;Основа 5/7 Краска-уход De Luxe, светлый шатен коричневый;кг;1;
;012542     ;NDL5/70;Основа 5/70 Краска-уход De Luxe, светлый шатен коричневый для седины;кг;1;
;012543     ;NDL5/74;Основа 5/74 Краска-уход De Luxe, светлый шатен коричнево-медный;кг;1;
;012544     ;NDL5/75;Основа 5/75 Краска-уход De Luxe, светлый шатен коричнево-красный;кг;1;
;012545     ;NDL5/77;Основа 5/77 Краска-уход De Luxe, светлый шатен коричневый интенсивный;кг;1;
;012546     ;NDL6/0;Основа 6/0 Краска-уход De Luxe, темно-русый;кг;1;
;012547     ;NDL6/3;Основа 6/3 Краска-уход De Luxe, темно-русый золотистый;кг;1;
;012548     ;NDL6/4;Основа 6/4 Краска-уход De Luxe, темно-русый медный;кг;1;
;012549     ;NDL6/40;Основа 6/40 Краска-уход De Luxe, темно-русый медный для седины;кг;1;
;012550     ;NDL6/41;Основа 6/41 Краска--уход De Luxe, темно-русый медно-пепельный;кг;1;
;012551     ;NDL6/43;Основа 6/43 Краска--уход De Luxe, темно-русый медно-золотистый;кг;1;
;012552     ;NDL6/44;Основа 6/44 Краска--уход De Luxe, темно-русый медный интенсивный;кг;1;
;012553     ;NDL6/47;Основа 6/47 Краска--уход De Luxe, темно-русый медно-коричневый;кг;1;
;012554     ;NDL6/5;Основа 6/5 Краска--уход De Luxe, темно-русый красный;кг;1;
;012555     ;NDL6/50;Основа 6/50 Краска--уход De Luxe, темно-русый красный для седины;кг;1;
;012556     ;NDL6/65;Основа 6/65 Краска--уход De Luxe, темно-русый фиолетово-красный;кг;1;
;012557     ;NDL6/67;Основа 6/67 Краска--уход De Luxe, темно-русый фиолетово-коричневый;кг;1;
;012558     ;NDL6/70;Основа 6/70 Краска--уход De Luxe, темно-русый коричневый для седины;кг;1;
;012559     ;NDL6/75;Основа 6/75 Краска--уход De Luxe, темно-русый коричнево-красный;кг;1;
;012560     ;NDL6/77;Основа 6/77 Краска--уход De Luxe, темно-русый коричневый интенсивный;кг;1;
;012561     ;NDL7/0;Основа 7/0 Краска--уход De Luxe, русый;кг;1;
;012562     ;NDL7/00;Основа 7/00 Краска--уход De Luxe, русый для седины;кг;1;
;012563     ;NDL7/1;Основа 7/1 Краска--уход De Luxe, русый пепельный;кг;1;
;012564     ;NDL7/3;Основа 7/3 Краска--уход De Luxe, русый золотистый;кг;1;
;012565     ;NDL7/4;Основа 7/4 Краска--уход De Luxe, русый медный;кг;1;
;012566     ;NDL7/40;Основа 7/40 Краска--уход De Luxe, русый медный для седины;кг;1;
;012567     ;NDL7/41;Основа 7/41 Краска--уход De Luxe, русый медно-пепельный;кг;1;
;012568     ;NDL7/43;Основа 7/43 Краска--уход De Luxe, русый медно-золотистый;кг;1;
;012569     ;NDL7/44;Основа 7/44 Краска--уход De Luxe, русый медный интенсивный;кг;1;
;012570     ;NDL7/47;Основа 7/47 Краска--уход De Luxe, русый медно-коричневый;кг;1;
;012571     ;NDL7/5;Основа 7/5 Краска--уход De Luxe, русый красный;кг;1;
;012572     ;NDL7/54;Основа 7/54 Краска--уход De Luxe, русый красно-медный;кг;1;
;012573     ;NDL7/7;Основа 7/7 Краска--уход De Luxe, русый коричневый;кг;1;
;012574     ;NDL7/71;Основа 7/71 Краска--уход De Luxe, русый коричнево-пепельный;кг;1;
;012575     ;NDL7/74;Основа 7/74 Краска-уход De Luxe, русый коричнево-медный;кг;1;
;012576     ;NDL7/75;Основа 7/75 Краска-уход De Luxe, русый коричнево-красный;кг;1;
;012577     ;NDL7/76;Основа 7/76 Краска-уход De Luxe, русый коричнево-фиолетовый;кг;1;
;012578     ;NDL7/77;Основа 7/77 Краска-уход De Luxe, русый коричневый интенсивный;кг;1;
;012579     ;NDL8/0;Основа 8/0 Краска-уход De Luxe, светло-русый;кг;1;
;012580     ;NDL8/00;Основа 8/00 Краска-уход De Luxe, светло-русый для седины;кг;1;
;012581     ;NDL8/1;Основа 8/1 Краска-уход De Luxe, светло-русый пепельный;кг;1;
;012582     ;NDL8/13;Основа 8/13 Краска-уход De Luxe, светло-русый пепельно-золотистый;кг;1;
;012583     ;NDL8/3;Основа 8/3 Краска-уход De Luxe, светло-русый золотистый;кг;1;
;012584     ;NDL8/34;Основа 8/34 Краска-уход De Luxe, светло-русый золотисто-медный;кг;1;
;012585     ;NDL8/36;Основа 8/36 Краска-уход De Luxe, светло-русый золотисто-фиолетовый;кг;1;
;012586     ;NDL8/4;Основа 8/4 Краска-уход De Luxe, светло-русый медный;кг;1;
;012587     ;NDL8/44;Основа 8/44 Краска-уход De Luxe, светло-русый медный интенсивный;кг;1;
;012588     ;NDL8/65;Основа 8/65 Краска-уход De Luxe, светло-русый фиолетово-красный;кг;1;
;012589     ;NDL8/71;Основа 8/71 Краска-уход De Luxe, светло-русый коричнево-пепельный;кг;1;
;012590     ;NDL8/76;Основа 8/76 Краска-уход De Luxe, светло-русый коричнево-фиолетовый;кг;1;
;012591     ;NDL9/0;Основа 9/0 Краска-уход De Luxe, блондин;кг;1;
;012592     ;NDL9/00;Основа 9/00 Краска-уход De Luxe, блондин для седины;кг;1;
;012593     ;NDL9/1;Основа 9/1 Краска-уход De Luxe, блондин пепельный;кг;1;
;012594     ;NDL9/16;Основа 9/16 Краска-уход De Luxe, блондин пепельно-фиолетовый;кг;1;
;012595     ;NDL9/17;Основа 9/17 Краска-уход De Luxe, блондин пепельно-коричневый;кг;1;
;012596     ;NDL9/3;Основа 9/3 Краска-уход De Luxe, блондин золотистый;кг;1;
